id,name,url,city,state_full,state_short,logo_url,facebook_url,twitter_url,phone,profile,forbes_url
383,Birmingham-Southern College,http://www.bsc.edu/,Birmingham,Alabama,AL,http://i.forbesimg.com/media/lists/colleges/birmingham-southern-college_200x200.jpg,https://www.facebook.com/birminghamsouthern,https://twitter.com/fromthehilltop,800-523-5793,"Established in 1918 as a merger between Southern University and Birmingham College, Birmingham-Southern College is a private liberal arts institution affiliated with the Methodist Church in Birmingham, AL. The college offers bachelor’s degrees in over 50 areas of study, as well as individualized majors and dual degree programs. Collaborations between faculty and students are encouraged: Contract-learning opportunities are also offered throughout the year, in which students participate in an independent study or internship for academic credit under the supervision of a faculty member. The BSC Panthers compete in NCAA Division III athletics. There are six fraternities and six sororities on campus, and every January the college sponsors “Mama’s Home Cooking,” where parents make home-cooked meal for students who live on campus.",http://www.forbes.com/colleges/birmingham-southern-college/?list=top-colleges
384,Towson University,http://www.towson.edu/,Towson,Maryland,MD,http://i.forbesimg.com/media/lists/colleges/towson-university_200x200.jpg,https://www.facebook.com/towsonuniversity,https://twitter.com/towsonu,410-704-2000,"Towson University is located in Towson, MD and was established in 1866. Today the university offers 65 undergraduate degree programs, including an Honors College. The College of Business and Economics is the second-largest undergraduate business school in the University System of Maryland. Towson mandates a strong core curriculum, beginning with the Towson Seminar and continuing with mandatory English, math, science, arts and U.S. history classes. The school is also home to a strong Army and Air Force ROTC program. Towson participates in the Cherry Hill Learning Zone, a community outreach effort in which students and faculty work to support high school students in southern Baltimore. Towson Unplugged, TU’s wireless network, spans 328 acres and is one of the largest Wifi networks in Baltimore. The Towson Tigers compete in 19 NCAA Division I varsity teams, winning league titles in football, baseball, lacrosse, swimming, soccer and golf. The university is home to an 11,000-seat stadium, as well as the SECU arena, a 5,200-seat venue open in the fall of 2013.",http://www.forbes.com/colleges/towson-university/?list=top-colleges
385,Morehouse College,https://www.morehouse.edu/,Atlanta,Georgia,GA,http://i.forbesimg.com/media/lists/colleges/morehouse-college_200x200.jpg,https://www.facebook.com/Morehouse1867,https://twitter.com/Morehouse,(404) 681-2800,"Morehouse College is a private, all-male college in Atlanta, GA. It was the first historically black college to produce a Rhodes Scholar. Founded in 1867, Morehouse has consistently been one of the nation’s premier HBCUs. Students can select from 26 majors across three areas of study. The college’s 66-acre campus has been home to many prominent alumni, including Dr. Martin Luther King, Jr., filmmaker Spike Lee and actor Samuel L. Jackson. President Barack Obama delivered the school’s 2013 commencement address. Current students can make their marks on Morehouse’s storied history through the more than 70 student organizations on campus, which includes five recognized fraternities. The annual Spring Fest closes out the semester with festivities that include a drive-in movie, awards banquet and the Miss Maroon & White Pageant. The Morehouse College Glee Club, which dates back to 1911, tours the globe. The Morehouse College Martin Luther King, Jr. Collection features approximately 10,000 items from Dr. King’s personal library. Morehouse’s student-athletes compete in the Southern Intercollegiate Athletic Conference (SIAC) at the NCAA Division II level.",http://www.forbes.com/colleges/morehouse-college/?list=top-colleges
386,Georgetown College,https://www.georgetowncollege.edu/,Georgetown,Kentucky,KY,http://i.forbesimg.com/media/lists/colleges/georgetown-college_200x200.jpg,https://www.facebook.com/GeorgetownCollege,https://twitter.com/georgetowncoll,(502) 863-8000,"Georgetown College is a private liberal arts school located in Georgetown, KY. Founded in 1829, Georgetown is affiliated with the Baptist Church. Georgetown offers 44 undergraduate majors and 53 minors, including a new degree program in sports administration. The school has produced five Rhodes Scholars and 31 Fullbright Scholars.By 2014 the College had eliminated all of its speech codes and now stands as one of the most protected free speech schools in America. The school has four national fraternities and sororities. The Maskrafters is the oldest collegiate theater company in Kentucky and is focused on generating original pieces. Songfest, an annual tradition, involves students writing and performing skits for a variety of awards. Georgetown College participates in the NAIA in the Mid-South Conference. In 2014, their men’s basketball team won the NAIA championship for the second time in the school’s history.",http://www.forbes.com/colleges/georgetown-college/?list=top-colleges
387,John Brown University,http://www.jbu.edu/,Siloam Springs,Arkansas,AR,http://i.forbesimg.com/media/lists/colleges/john-brown-university_200x200.jpg,https://www.facebook.com/JohnBrownUniversity,https://twitter.com/johnbrownuniv,479-524-9500,"John Brown University is a private university located in Siloam Springs, AR. Founded in 1919 and a member of the Council for Christian Colleges and Universities, JBU maintains a strict set of conservative Christian values, and students are expected to follow suit, signing a covenant that outlines practices to strive for (honoring the scripture, living with integrity) and avoid (occult practices, sex outside of marriage, theft). The school offers a wide range of biblical studies majors such as outdoor leadership ministries and youth & worship ministries. This year, the student ministries program will travel to Uganda, Ireland and Lithuania. Students looking to pursue careers in renewable energy are able to gain on-the-job experience at the 60-foot wind turbine on campus, while those who wish to pursue biology may use the cadaver lab for hands-on learning. Other popular majors at JBU include digital media and engineering. The university recently announced an anonymous, $6 million donation for a new nursing facility to open in fall 2016. The university competes in NAIA Division I, and the school mascot is the Golden Eagle.",http://www.forbes.com/colleges/john-brown-university/?list=top-colleges
388,Missouri University of Science and Technology,http://www.mst.edu/,Rolla,Missouri,MO,http://i.forbesimg.com/media/lists/colleges/missouri-university-of-science-and-technology_200x200.jpg,https://www.facebook.com/MissouriSandT,https://twitter.com/missourisandt,1-800-522-0938,"Missouri University of Science and Technology is a public university in Rolla, MO. It is part of the University of Missouri system. Founded in 1870, it is one of the oldest technological schools west of the Mississippi River. Students can select from approximately 97 degree programs. While the university is known for its strong engineering programs, it also offers arts and humanities degrees. The university promotes undergraduate research: there are over 25 research centers, labs and institutes on campus and the majority of students graduate with research experience. One of the most notable campus features is a partial reconstruction of Stonehenge. The university used around 160 tons of granite to construct the monument, which was dedicated on the 1984 summer solstice. The school has spent more than $60 million in residence hall construction and renovation over the past five years. Missouri S&T’s eight men’s and seven women’s teams, the Miners and Lady Miners, mostly compete at the NCAA Division II level.",http://www.forbes.com/colleges/missouri-university-of-science-and-technology/?list=top-colleges
389,University of Houston,http://www.uh.edu/,Houston,Texas,TX,http://i.forbesimg.com/media/lists/colleges/university-of-houston_200x200.jpg,https://www.facebook.com/universityofhouston,https://twitter.com/uhouston,713-743-2255,"Founded in 1927, the public research university offers over 300 degree programs throughout its 13 academic colleges and more than 40 research centers. The most popular undergraduate areas of study are social sciences, business, natural sciences and mathematics and technology. UH is home to one of the only space architecture graduate programs in the country. Each year the university celebrates Frontier Fiesta, a student-run event that features free live concerts, variety shows performed by student organization and a barbecue cook-off. Notable alumni include actors Dennis and Randy Quaid, Neiman Marcus CEO Karen Katz and golf legend Fred Couples.The school competes in NCAA Division I athletics, and the school mascot is Shasta the Cougar. Before a big game, fans rub the paws of cougar statues on campus for good luck.",http://www.forbes.com/colleges/university-of-houston/?list=top-colleges
390,"Saint Mary's University, San Antonio",https://www.stmarytx.edu/,San Antonio,Texas,TX,http://i.forbesimg.com/media/lists/colleges/st-marys-university_200x200.jpg,https://www.facebook.com/StMarysU,https://twitter.com/stmarysu,(210) 436-3011,"Saint Mary’s University, San Antonio was founded by the Society of Mary, or Marianists, in 1852, making it the oldest Catholic university in the Southwest. The school to this day maintains ties to the Marianist tradition and the Catholic Church. The college offers students 44 academic programs and pre-professional programs including medicine, pharmacy and law. Unique programs include an evening law program, a one-year M.B.A. and three forensic science choices. The school also offers an acceleration law program, which enables undergraduates to earn both a bachelor’s degree and a law degree in just six years. In 1960, four students who went on a spelunking trek near New Braunfels stumbled upon one of the state’s largest and most majestic cave systems. It was later discovered to be a part of the Natural Bridge Caverns. Saint Mary’s University, San Antonio competes in NCAA Division II athletics and the school mascot is the Rattler, who is said to have been derived from the need to constantly clear diamondback rattlesnakes from the football practice field.",http://www.forbes.com/colleges/st-marys-university/?list=top-colleges
391,University of Cincinnati,http://www.uc.edu/,Cincinnati,Ohio,OH,http://i.forbesimg.com/media/lists/colleges/university-of-cincinnati-main-campus_200x200.jpg,https://www.facebook.com/uofcincinnati,https://twitter.com/uofcincy,(513) 556-1000,"A public research university that attracts students from all 50 states and 100 countries, with strong programs in music, design, criminology and medicine, among other areas. The university offers over 100 bachelor degrees, over 300 degree granting programs and over 600 total programs of study. Distinguished alumni include President William Howard Taft and Joseph B. Strauss, constructor of the Golden Gate Bridge. The University of Cincinnati competes in NCAA Division I athletics, and the school mascot is the Bearcat.",http://www.forbes.com/colleges/university-of-cincinnati-main-campus/?list=top-colleges
392,Bellarmine University,http://www.bellarmine.edu/,Louisville,Kentucky,KY,http://i.forbesimg.com/media/lists/colleges/bellarmine-university_200x200.jpg,https://www.facebook.com/BellarmineU?ref=nf,https://twitter.com/bellarmineu,(502) 452-8000,"Established in 1950, Bellarmine University is an independent, private Catholic liberal arts institution located on 144 acres on the edge of downtown Louisville, KY. It offers its students over 50 majors in seven colleges and schools, as well as study abroad opportunities in over 50 countries on six continents. Nearly 75% of all Bellarmine students complete one or more internships for academic credit. Bellarmine students compete in NCAA Division II athletics, with the only Division I lacrosse team in the state. In 2011, the Bellarmine Knights won the NCAA Men’s Division II Basketball Championship. In 2011, Bellarmine opened a new 540-seat dining hall with indoor and outdoor seating and a 25-foot panoramic window of the state’s rolling hills. The Thomas Merton Center, located in the W.L. Lyons Brown Library, holds over 50,000 items— including drawings, photographs, audio taped conferences and pieces from the Catholic writer’s own library, the largest Thomas Merton collection in the world.",http://www.forbes.com/colleges/bellarmine-university/?list=top-colleges
393,"SUNY, College at New Paltz",http://www.newpaltz.edu/,New Paltz,New York,NY,http://i.forbesimg.com/media/lists/colleges/suny-college-at-new-paltz_200x200.jpg,https://www.facebook.com/newpaltz,https://twitter.com/newpaltz,845/257-7869,"The university traces its roots to the New Paltz Classical School, founded in 1828, which taught Greek, Latin, and reading, writing and arithmetic. In 1948, it became one of the founding intuitions of the State University of New York system. It offers 105 undergraduate and 50 graduate programs; popular areas include psychology, early childhood and childhood education and communication disorders. The Samuel Dorksy Museum of Art is one of the largest museums in the SUNY system, housing more than 5,000 works of American Art and 19th through 21st century photography, and more. The campus library is named after Sojourner Truth, an African-American abolitionist and women’s rights advocate, who was born in Ulster County, where the college is located. The varsity athletic teams, known as the Hawks, compete in at the NCAA Division III level.",http://www.forbes.com/colleges/suny-college-at-new-paltz/?list=top-colleges
394,"CUNY, Lehman College",http://www.lehman.cuny.edu/,New York,New York,NY,http://i.forbesimg.com/media/lists/colleges/cuny-lehman-college_200x200.jpg,https://www.facebook.com/LehmanCUNY,https://twitter.com/lehmancollege,718-960-8000,"Founded in 1931 as the Bronx campus of Hunter College, Lehman College gained independent status in 1967. It is a public liberal arts college offering over 90 degree programs, including 10 interdisciplinary programs. The Lehman Scholars Program, designed for highly motivated students, operates small seminars, mentorship and extra-credit options to introduce the liberal arts in various disciplines. All first-year students participate in the Freshman Year Initiative, which allows students to take part in interdisciplinary curriculum and take advantage of faculty collaboration and peer support. The Urban Male Leadership Program endeavors to increase the number of Black and Latino males in higher education. Lehman College teams participate in NCAA Division III.",http://www.forbes.com/colleges/cuny-lehman-college/?list=top-colleges
395,"California State University, Los Angeles",http://www.calstatela.edu/,Los Angeles,California,CA,http://i.forbesimg.com/media/lists/colleges/california-state-university-los-angeles_200x200.jpg,https://www.facebook.com/CalStateLA,https://twitter.com/calstatela,(323) 343-3000,"As one of the members of California State University system, CSU Los Angeles operates seven colleges and offers over 120 undergraduate major options. The Early Entrance Program offers opportunities for exceptional young students (over 11 years old) to enroll in college as full-time students. The university’s forensic science program is one of the oldest in the nation, located in L.A. regional Crime Lab. The school hosts over 20 centers and institutes, topics ranging from East Asia studies to nursing. The school’s sports teams, known as the Golden Eagles, compete on the NCAA Division II level. CSULA has produced many successful figures in entertainment, business and politics. Notable alumni embattled billionaire and Los Angeles Clipper owner Donald Sterling, tennis great Billie Jean King and Academy Award winning actress Helen Hunt.",http://www.forbes.com/colleges/california-state-university-los-angeles/?list=top-colleges
396,"University of Minnesota, Morris",http://www.morris.umn.edu/,Morris,Minnesota,MN,http://i.forbesimg.com/media/lists/colleges/university-of-minnesota-morris_200x200.jpg,https://www.facebook.com/ummorris,https://twitter.com/ummorris,(320) 589-6035,"A small, public liberal arts college that was founded in 1960, it offers 35 major and minors and eight pre-professional programs. Through the Center for Small Towns, students and faculty work to assist local rural communities; projects have included soil and water conservation research and a feasibility study on establishing an assisted living facility. Students participate in more than 90 clubs, men's and women’s intercollegiate sports that compete in NCAA Division III athletics as the Cougars and 18 intramural leagues. This year, the school received an award for its commitment to sustainability and efforts in the field of renewable energy. Morris generates on-site renewable power from a biomass gasification plant, part of an integrated system to heat and cool campus buildings. The university offers language programs in Anishinaabe, a Native American tongue, Portuguese and American Sign Language. The school’s colors are maroon and gold, and the motto is, “A renewable, sustainable education.” During Homecoming, two residence halls compete for the ‘naming rights’ of the lake that is situated between the two buildings in a tug-of-war competition.",http://www.forbes.com/colleges/university-of-minnesota-morris/?list=top-colleges
397,Temple University,http://www.temple.edu/,Philadelphia,Pennsylvania,PA,http://i.forbesimg.com/media/lists/colleges/temple-university_200x200.jpg,https://www.facebook.com/templeu,https://twitter.com/templeuniv,215-204-8561,"Located in Philadelphia, PA, Temple University is a public research university with strong education and healthcare academic programs. Its undergraduate programs offers over 100 courses of study in 17 schools and colleges, including the Tyler School of Art, the Fox School of Business and Management, and a School of Tourism and Hospitality Management. Temple has campuses in Rome and Tokyo, and the Tokyo campus is the oldest and largest foreign university in Japan. The school’s 24 athletic teams compete at the Division I level. Temple hosts an annual Homecoming game, featuring tailgating at the Linc, a Diamond Marching Band reunion, a pep-rally, the Ambler Fest and a giant homecoming cake. Their mascot, the Owl, honors Temple’s beginnings as a night school.",http://www.forbes.com/colleges/temple-university/?list=top-colleges
398,Stetson University,http://www.stetson.edu/home/,Deland,Florida,FL,http://i.forbesimg.com/media/lists/colleges/stetson-university_200x200.jpg,https://www.facebook.com/stetsonU,https://twitter.com/stetsonu,800-688-0101,"Stetson University is a private university in DeLand, FL. It was founded in 1883 as the DeLand Academy. The university’s history features a number of state firsts: Stetson claims to be the first in Florida to create a college newspaper, integrate its students and establish business administration, music and law schools. Today, students can select from 76 academic programs. Though students must live on-campus for three years, the university offers pet-friendly housing. There are around 100 student organizations at Stetson. Stetson hosts the Floyd M. Riddick Model United States Senate every March, a three-day event where students from U.S. colleges model the procedures and activities of members of the U.S. Senate. Stetson’s 15 varsity men’s and women’s athletic teams, known as the Hatters, compete in the Atlantic Sun Conference (NCAA Division I).",http://www.forbes.com/colleges/stetson-university/?list=top-colleges
399,Howard University,http://www.howard.edu/,Washington,District of Columbia,DC,http://i.forbesimg.com/media/lists/colleges/howard-university_200x200.jpg,https://www.facebook.com/howarduniversity,https://twitter.com/howardu,202-806-6100,"Howard University is a four-year, coeducational, private research university located in Washington, D.C. It was established in 1867 and is one of two Historically Black Colleges classified as a “Research I” university by the Carnegie Foundation. The school has been a unique history in the civil rights movement. In 1965 President Lyndon Johnson spoke to the graduating class at Howard where he outlined his plans for civil rights legislation and endorsed plans for affirmative action. The University has 15 colleges and schools in its system, ranging from the School of Communications to the College of Pharmacy. Author Zora Neale Hurston founded the school’s newspaper, “The Hilltop” in 1924. Thanks to its location in the nation’s capital, Howard’s campus includes many historical landmarks as well as a radio station that broadcasts throughout DC in high definition. Howard is home to the largest repository on Africa and the African Diaspora and seeks to preserve important historical artifacts of the black experience. Required courses include English composition and an African-American studies course. Author Toni Morrison is a graduate of Howard University. Howard competes in NCAA Division I athletics. The Howard Bison’s have 17 varsity sports teams.",http://www.forbes.com/colleges/howard-university/?list=top-colleges
400,Saint Joseph's College,http://www.sjcny.edu/,Brooklyn,New York,NY,http://i.forbesimg.com/media/lists/colleges/saint-josephs-college-main-campus_200x200.jpg,https://www.facebook.com/SJCNY,https://twitter.com/SJCNY,(631) 687-5100,"Saint Joseph’s College was founded in 1916 as a women’s college, admitting its first male students in 1970. The school has two campuses in New York, one in Brooklyn and one on Long Island. The college offers more than 26 undergraduate majors, pre-professional and certificate programs and many areas of graduate study. Saint Joseph’s recently began offering degrees in hospitality and tourism management and journalism and new media. The Small Business Outreach Center is located on the Brooklyn Campus and offers consulting to entrepreneurs and small businesses. The Dillon Child Study Center, a preschool that also serves as a teaching facility for students in the child study program, was one of the first of its type on the East Coast. The college competes in NCAA Division III athletics, with the Long Island campus competing as the Golden Eagles and the Brooklyn campus competing as the Bears.",http://www.forbes.com/colleges/saint-josephs-college-main-campus/?list=top-colleges
401,Berry College,http://www.berry.edu/,Rome,Georgia,GA,http://i.forbesimg.com/media/lists/colleges/berry-college_200x200.jpg,https://www.facebook.com/berrycollege,https://twitter.com/berrycollege,706-232-5374,"Founded in 1902 by Martha Berry, Berry College boasts the world’s largest continuous college campus, spanning 27,000 acres. The institution offers six different undergraduate bachelor and master’s degrees in four different schools and six pre-professional programs. More than 90% of students elect to work on-campus at some point during their four year academic careers, and the college’s Work Experience Program guarantees all students a paid, on-campus job every semester. Berry College promotes Christian values, and the campus has a chaplain and four churches and chapels—more houses of worship than any school in America. The Berry Vikings compete in Division III NCAA athletics, with teams in 21 intercollegiate sports, and its inaugural football season began in the fall of 2013. The movies Sweet Home Alabama and Remember the Titans were filmed on campus.",http://www.forbes.com/colleges/berry-college/?list=top-colleges
402,Texas Tech University,http://www.ttu.edu/,Lubbock,Texas,TX,http://i.forbesimg.com/media/lists/colleges/texas-tech-university_200x200.jpg,https://www.facebook.com/TexasTechYou,https://twitter.com/texastech,806.742.2011,"Texas Tech University is a public research university located in Lubbock, TX. It was established in 1923 and strives to be a research institution with the feel of a small liberal arts school. Undergraduates are offered around 150 courses of study in ten colleges. The university has strong research programs, including the National Wind Institute, and is home to a pulsed power electronics laboratory which researches improvised explosive devices. Many students participate in the school’s 52 sororities and fraternities. The Texas Tech Red Raiders are charter members of the Big 12 Conference, and compete in NCAA Division I athletics. After each athletic win, the on-campus Victory Bells sound to celebrate the win. Texas Tech hosts the annual Carol of Lights, where choirs sing classic holiday songs illuminated by 25,000 holiday lights on the Spanish-Renaissance style buildings. The statue of Will Rogers and his horse, Soapsuds, is one of Texas Tech’s most recognizable landmarks.",http://www.forbes.com/colleges/texas-tech-university/?list=top-colleges
403,Wisconsin Lutheran College,http://www.wlc.edu/,Milwaukee,Wisconsin,WI,http://i.forbesimg.com/media/lists/colleges/wisconsin-lutheran-college_200x200.jpg,https://www.facebook.com/wisconsinlutheran,https://twitter.com/insidewlc,414.443.8800,"Wisconsin Lutheran College is a coeducational, private liberal arts college located in Milwaukee, WI. Founded in 1973 with a part-time faculty and 24 students, it purchased five buildings encompassing 8.5 acres of campus space in 1977, and finally became recognized as a four-year college in 1985. The first baccalaureate degrees were granted in 1987. The college faculty and administration aim to train students to become Christian leaders. Financial aid is provided to over 95% of students at WLC. On campus there are more than 30 clubs and student organizations to choose from. The college competes in NCAA Division III athletics in the Northern Athletics Collegiate Conference with 16 varsity sports teams.",http://www.forbes.com/colleges/wisconsin-lutheran-college/?list=top-colleges
404,Simpson College,http://simpson.edu/,Indianola,Iowa,IA,http://i.forbesimg.com/media/lists/colleges/simpson-college_200x200.jpg,https://www.facebook.com/SimpsonCollege,https://twitter.com/simpsoncollege,515-961-6251,"Simpson College is a private liberal arts college in Indianola, IA. It was founded in 1860 by members of the Iowa United Methodist Church. Students can select from over 80 majors, minors and programs. The Center for Vocation and Integrative Learning (CVIL) helps students blend Simpson’s liberal arts education with vocational experience. Undergraduates get the chance to showcase their research findings at the annual Undergraduate Research Symposium. Outside of class and research, Simpson estimates that 84% of students participate in some type of campus activity. There are over 70 student organizations on campus. Popular traditions at Simpson include All College Sing, a music competition that is judged by college administrators, and Campus Day, a day off of classes during spring semester that dates back to 1889. Simpson’s varsity athletic teams, known as the Storm, compete in the Iowa Intercollegiate Athletic Conference at the NCAA Division III level.",http://www.forbes.com/colleges/simpson-college/?list=top-colleges
405,University of Central Florida,http://www.ucf.edu/,Orlando,Florida,FL,http://i.forbesimg.com/media/lists/colleges/university-of-central-florida_200x200.jpg,https://www.facebook.com/UCF,https://twitter.com/ucf,(407) 823-2000,"A public research university located in Orlando, the school was established in 1963 as a training venue for the Kennedy Space Center and has grown to become one of the largest universities in the U.S. by enrollment. Popular majors include psychology, nursing and finance. Every year, to celebrate homecoming students are allowed to gather in the normally closed off reflection pool for the ‘Spirit Splash.' The UCF Knights compete in NCAA Division I athletics.",http://www.forbes.com/colleges/university-of-central-florida/?list=top-colleges
406,Huntington University,http://huntington.edu/,Huntington,Indiana,IN,http://i.forbesimg.com/media/lists/colleges/huntington-university_200x200.jpg,https://www.facebook.com/HuntingtonUniversity,https://twitter.com/huntingtonu,260-356-6000,"Founded as Central College in 1897, the school changed its name to Huntington College in 1917 and became Huntington University in 2005. Huntington is a Christian university affiliated with the Church of the United Brethren in Christ. Both the school’s curriculum and core values are “Christ-centered”. The university admitted 225 freshmen in 2013, and more than 90% of students receive some form of financial aid; $4.5 million in grants and scholarships were awarded last year. In an average year, 70-80% of resident students volunteer for community service. Since 1990, the university has invested $30 million in new facilities including residence halls, an arts center, a science building and most recently renovations to the film labs. Huntington University’s arboretum is well known and an interesting place to explore on campus. Huntington’s campus sits on 160-acres of land, which includes a lake and wooded area allowing for fieldwork for natural studies courses.The school mascot is the Forester. Huntington University competes in the NAIA Crossroads League with 18 intercollegiate sports teams.",http://www.forbes.com/colleges/huntington-university/?list=top-colleges
407,Weber State University,https://www.weber.edu/,Ogden,Utah,UT,http://i.forbesimg.com/media/lists/colleges/weber-state-university_200x200.jpg,https://www.facebook.com/WeberState,https://twitter.com/weberstateu,(801) 626-6000,"Weber State University is a coeducational public institution located in Ogden, UT, that offers professional, liberal arts and technical certificates in addition to associate’s, bachelor’s and master’s degrees. The school was founded in 1889 by the Church of Jesus Christ of Latter-day Saints. The religious affiliation was dropped during the change from private academy to state school. At Weber State, students can choose from more than 250 different undergraduate programs and 11 graduate programs. Last year, the Sales Education Foundation named the school to its “Top University Sales Programs” as one of the best schools for recruiting sales professionals and representatives. During the Great Depression, students were permitted to pay their tuition in meat, fresh produce and/or milk. Each year, students mark homecoming by lighting a giant “W” on a hill above campus. Weber State competes in NCAA Division I athletics in the Big Sky Conference.",http://www.forbes.com/colleges/weber-state-university/?list=top-colleges
408,Dordt College,http://www.dordt.edu/,Sioux Center,Iowa,IA,http://i.forbesimg.com/media/lists/colleges/dordt-college_200x200.jpg,https://www.facebook.com/DordtCollege?sk=wall,https://twitter.com/dordtcollege,712-722-6000,"Founded in 1955, Dordt College is affiliated with the Christian Reformed Church of North America. The college offers students a choice of more than 30 programs of study and 12 pre-professional programs. The five most popular majors are education, business, engineering, agriculture and nursing. Within six months of graduation, over 90% of Dordt students are employed or attend graduate school. Many off-campus study opportunities are offered at Dordt through its affiliation with the Council for Christian Colleges and Universities. The college takes its name from the Synod of Dordrecht (held in the Netherlands in 1618-19), which produced one of three major confessional statements of the Reformed Church, The Canons of Dort. Athletic teams, nicknamed the Defenders, participate in NAIA athletics.",http://www.forbes.com/colleges/dordt-college/?list=top-colleges
409,"California State University, San Bernardino",http://www.csusb.edu/,San Bernardino,California,CA,http://i.forbesimg.com/media/lists/colleges/california-state-university-san-bernardino_200x200.jpg,https://www.facebook.com/CSUSB,https://twitter.com/csusbnews,909-537-5000,"California State University, San Bernardino, is a large-sized public university. The school opened its door for the first time in 1965 as the San Bernardino-Riverside State College but obtained its university status in 1984. More than 70 percent of CSUSB graduates are the first in their families to earn a college degree. The university’s unique national security studies and Arabic language programs are among only a few in the United States. CSUSB’s first-to-second year student retention rate is nearly 90 percent, which is among the highest in the California State University system. Similarly, the university’s retention rates for African Americans and Hispanics also rank near the top of the CSU system. The university competes in the NCAA Division II athletics. Famous alumni include three California State Assemblymen and one California State Senate.",http://www.forbes.com/colleges/california-state-university-san-bernardino/?list=top-colleges
410,Le Moyne College,http://www.lemoyne.edu/,Syracuse,New York,NY,http://i.forbesimg.com/media/lists/colleges/le-moyne-college_200x200.jpg,https://www.facebook.com/LeMoyne,https://twitter.com/lemoyne,315-445-4300,"Le Moyne College in Syracuse, NY, was established in 1946 and is the second youngest of the 28 Jesuit colleges and universities in the U.S and the first to open as a co-educational institution. The college offers over 700 courses that lead to a Bachelor of Arts or of Sciences in more than 30 majors. Le Moyne also offers five master’s programs and graduate-level certificate programs. The school’s mascot, the dolphin, was a sign used by Christians in the second century A.D., and represents love, tenderness and the desire for knowledge. The college annually holds the Dolphy Day tradition, which is a day in the spring when students get classes off to enjoy games, music and relaxation on the lawn. Le Moyne competes in NCAA Division II athletics. Last year, the Le Moyne College men’s lacrosse team won the 2013 National Championship against Mercyhurst University.",http://www.forbes.com/colleges/le-moyne-college/?list=top-colleges
411,North Dakota State University,http://www.ndsu.edu/,Fargo,North Dakota,ND,http://i.forbesimg.com/media/lists/colleges/north-dakota-state-university-main-campus_200x200.jpg,https://www.facebook.com/ndsu.fargo,https://twitter.com/ndsu,701-231-8011,"A land-grant university established in 1980 in Fargo, ND, North Dakota State University is a member of the Tri-College University along with Concordia College and Minnesota State University Moorhead. Students may take classes at any of the three institutions at no extra tuition. NDSU offers over 100 undergraduate majors in nine colleges, including pre-law, pre-medicine and pre-veterinary medicine. NDSU is the largest research university in the state, and major fields of research include nanotechnology, agriculture, chemistry and polymers. North Dakota State sports teams, competing in NCAA Division I, have a strong reputation. In 2014, NDSU’s football team won its third consecutive FCS national championship. The North Dakota Bison dance team also took first place in pom at nationals for the past three years. Almost 800 students participate in fifteen fraternities and sororities. Notable alumni include numerous NFL players and three Governors of North Dakota.",http://www.forbes.com/colleges/north-dakota-state-university-main-campus/?list=top-colleges
412,Baldwin Wallace University,http://www.bw.edu/,Berea,Ohio,OH,http://i.forbesimg.com/media/lists/colleges/baldwin-wallace-university_200x200.jpg,https://www.facebook.com/baldwinwallaceuniversity,https://twitter.com/baldwinwallace,(440) 826-2900,"Established in 1845 by Methodist settlers, Baldwin Wallace offers its undergraduate community over 60 majors and minors, with a strong emphasis on its business, music and science programs. The neuroscience undergraduate program, for example, boasts a 95% overall acceptance rate to graduate and medical school programs. The school offers a Conservatory of Music, which has hosted an annual Bach Festival for the past 82 years, and the Riemenschneider-Bach Institute is one of five institutions in North America containing manuscripts written in Bach’s own hand. BW prides itself on being one of the first colleges to admit students without regard to race or gender. The majority of students at Baldwin Wallace compete in some level of sports or fitness activity, with NCAA Division III varsity athletic programs and an expansive intramural program.",http://www.forbes.com/colleges/baldwin-wallace-university/?list=top-colleges
413,Warren Wilson College,http://www.warren-wilson.edu/,Swannanoa,North Carolina,NC,http://i.forbesimg.com/media/lists/colleges/warren-wilson-college_200x200.jpg,https://www.facebook.com/warrenwilsoncollege,https://twitter.com/wwcasheville,800-934-3536,"Warren Wilson College is a four-year, coeducational, private liberal arts college located in Asheville, NC. It was established in 1894 as the Asheville Farm School and now has around 900 undergraduate students with an additional 70 graduate students. The school is affiliated with the Presbyterian Church. To this day, students help maintain the Warren Wilson College Garden; they’re responsible for about six acres of organically raised crops, sold through Warren Wilson College’s weekly campus market. In 2010, the Carolina Recycling Association honored Warren Wilson’s recycling crew the “Outstanding Composting or Organics Recycling Program Award.” The campus of the college is centered in Blue Ridge, an artist’s community in North Carolina. Katie Spotz, an ’08 graduate of WWC, set a world record as the youngest person to row across the Atlantic Ocean solo. Today, she is also the spokesperson for Blue Planet Foundation.",http://www.forbes.com/colleges/warren-wilson-college/?list=top-colleges
